Town,Postcode
Clonagooden,R32
Clonaheen,R32
Clonaheen Hall,R32
Clonamone,R32
Clonanny,R32
Clonard,R32
Clonaslee,R32
Clonawoolan,R32
Clonbane,R32
Clonbar,R32
Clonbarrow,R32
Clonboyne,R32
Clonburren,R32
Cloncannon,R32
Cloncannon Lower,R32
Cloncannon Upper,R32
Cloncosney,R32
Cloncough,R32
Cloncourse,R32
Cloncullane,R32
Cloncullen,R32
Cloncully,R32
Clondarrig,R32
Clondouglas,R32
Clonduff,R32
Cloneeb,R32
Clonehurk,R32
Clonenagh,R32
Clonfad,R32
Clonin,R32
Clonincurragh,R32
Clonkeen,R32
Clonking,R32
Clonlyon,R32
Clonmeen,R32
Clonmeen Cross,R32
Clonmeen South,R32
Clonmeenwood,R32
Clonminam,R32
Clonmore,R32
Clonoghil,R32
Clononeen,R32
Clonreher,R32
Clonroosk,R32
Clonroosk Little,R32
Clonrud,R32
Clonsoghey,R32
Clonterry,R32
Clontico,R32
Clontoura,R32
Clontyglass,R32
Clonygowan,R32
Cloonagh,R32
Cloonagh Beg,R32
Cloonagh More,R32
Cloosecullen,R32
Clopook,R32
Clopook Cross,R32
Closeland,R32
Closh,R32
Closhaun,R32
Clough,R32
Colt,R32
Commons,R32
Coolaboghlan,R32
Coolacurragh,R32
Coolagh,R32
Coolaghy,R32
Coolbally,R32
Coolballyogan,R32
Coolbanagher,R32
Coolderry,R32
Coole,R32
Coolfin,R32
Coolkerry,R32
Coolnabacca,R32
Coolnabanch,R32
Coolnaboul West,R32
Coolnacarrick,R32
Coolnacartan,R32
Coolnagour,R32
Coolnamona,R32
Coolowley,R32
Coolrain,R32
Coolroe,R32
Coolrusk,R32
Cooltoran,R32
Corbally,R32
Corraun,R32
Correel,R32
Corrig,R32
Corrigeen,R32
Cottagefarm,R32
Course,R32
Courtwood,R32
Crannagh,R32
Cremorgan,R32
Cromoge,R32
Cross,R32
Crubeen,R32
Cruell,R32
Cuddagh,R32
Cuddagh South,R32
Cuffsboro,R32
Cullahill,R32
Cullahill Mountain,R32
Cullenagh,R32
Cummer,R32
Curraclone,R32
Curraghmore,R32
Curriersbog,R32
Cush Upper,R32
Dairyhill,R32
Danganroe,R32
Dangans,R32
De Vesci Estate,R32
Debicot,R32
Deerpark,R32
Delligabaun,R32
Derraugh,R32
Derreen,R32
Derrin,R32
Derrinoliver,R32
Derrinsallagh,R32
Derry,R32
Derry More,R32
Derryarrow,R32
Derrybeg,R32
Derrybrock,R32
Derrycanton,R32
Derrycarrow,R32
Derrycloney,R32
Derrycon,R32
Derrycouch,R32
Derrydavy,R32
Derryduff,R32
Derryfore,R32
Derrygarran,R32
Derryguile,R32
Derryhay,R32
Derrykearn,R32
Derrylahan,R32
Derrylemoge,R32
Derrylough,R32
Derrylusk,R32
Derrynafunshion,R32
Derrynaseera,R32
Derryroe,R32
Derrytrasna,R32
Derryvorrigan,R32
Donaghmore,R32
Donore,R32
Dooary,R32
Doolagh,R32
Doon,R32
Drim,R32
Drimaterril,R32
Drimmo,R32
Drinagh,R32
Droughill,R32
Drumashellig,R32
Drummond,R32
Drumnabehy,R32
Drumneen,R32
Dunacleggan,R32
Dunamaise,R32
Dunmore,R32
Durrow,R32
Dysart,R32
Dysartbeagh,R32
Eglish,R32
Elderfield,R32
Elmfield,R32
Emo,R32
Emo Park,R32
Errill,R32
Esker,R32
Esker Hills,R32
Eyne,R32
Fairgreen,R32
Fallowbeg,R32
Fallowbeg Middle,R32
Farran Glebe,R32
Farraneglish Glebe,R32
Farranville,R32
Fearagh,R32
Fermoyle,R32
Fernyhill,R32
Fisherstown,R32
Forest,R32
Forest Lower,R32
Forest Upper,R32
Fossy Lower,R32
Fossy Upper,R32
Foxburrow,R32
Foxrock,R32
Fruitlawn,R32
Fruitlawn Cottages,R32
Galesquarter,R32
Garoon,R32
Garrafin,R32
Garranbaun,R32
Garranmaconly,R32
Garrintaggart,R32
Garrison,R32
Garrons,R32
Garryduff,R32
Garryglass,R32
Garryhedder,R32
Garrymaddock,R32
Garryvacum,R32
Gash,R32
Glanmalire,R32
Glebe,R32
Glenbarrow,R32
Glenbower,R32
Glencondra,R32
Glenfield,R32
Glenkeen Lower,R32
Glenkeen Upper,R32
Glenmacolla,R32
Glennaglass,R32
Glosha,R32
Gorragh Lower,R32
Gorteen,R32
Gortnaclea,R32
Gortnagroagh,R32
Gortnalee,R32
Graceswood,R32
Graigavern,R32
Graigue,R32
Graigueafulla,R32
Graigueanossy,R32
Graigueavallagh,R32
Graigueavoice,R32
Graiguegarron,R32
Graiguenahown,R32
Graiguenasmuttan,R32
Grallow,R32
Granafallow,R32
Grange Beg,R32
Grange Lower,R32
Grange More,R32
Grange Upper,R32
Grantstown,R32
Grenan,R32
Grogan,R32
Guileen,R32
Gurraun,R32
Gurteen,R32
Harristown,R32
Heywood Demesne,R32
Highpark,R32
Hill 60,R32
Holdbrook,R32
Hophall,R32
Inch,R32
Inch Cross,R32
Inchanisky,R32
Irey,R32
Irishtown,R32
Ironmills,R32
Island,R32
Jamestown,R32
Johnsborough,R32
Johnstown Glebe,R32
Keeloge South,R32
Keelough Glebe,R32
Keyes Buisness Park,R32
Kilbeg,R32
Kilbrackan,R32
Kilbreedy,R32
Kilbricken,R32
Kilbride,R32
Kilcoke,R32
Kilcolmanbane,R32
Kilcoran,R32
Kilcotton,R32
Kilcronan,R32
Kildrinagh,R32
Killadooley,R32
Killaglish,R32
Killalooghan,R32
Killamuck,R32
Killasmeestia,R32
Killavally,R32
Killeany,R32
Killeen,R32
Killenard,R32
Killenny,R32
Killermogh,R32
Killimy,R32
Killinure,R32
Killone,R32
Kilmainham,R32
Kilmanman,R32
Kilmartin,R32
Kilmilan,R32
Kilminchy,R32
Kilminfoyle,R32
Kilmullen,R32
Kilmurry,R32
Kilnacash,R32
Kilnahown,R32
Kilnaseer,R32
Kilnashane,R32
Kilpurcel,R32
Kilrory,R32
Kilteale,R32
Kilvahan,R32
Knapton,R32
Knightstown,R32
Knock,R32
Knockacoller,R32
Knockacrin,R32
Knockahaw,R32
Knockahonagh,R32
Knockamullin,R32
Knockanina,R32
Knockanoran,R32
Knockanowl,R32
Knockardagur,R32
Knockardgannon,R32
Knockaroe,R32
Knockaroo,R32
Knockbawn,R32
Knockbrack,R32
Knockfin,R32
Knockiel,R32
Knocklaide,R32
Knockmay,R32
Knocknagad,R32
Knocknagrally,R32
Knocknagrove,R32
Knocknakearn,R32
Knocknambraher,R32
Knocknamoe,R32
Knocks,R32
Knockseera,R32
Kyle,R32
Kyleahaw,R32
Kylebeg,R32
Kyleclonhobert,R32
Kyledellig,R32
Kylegrove,R32
Kylemelawn,R32
Kylespiddoge,R32
Kyletalesha,R32
Kyletilloge,R32
Lacca,R32
Lacken,R32
Lackey,R32
Lamberton Demesne,R32
Lansdowne,R32
Larch Hill,R32
Larchfield,R32
Larragan,R32
Lauragh,R32
Laurel Hill,R32
Lea,R32
Legaun,R32
Levalley,R32
Lisbigney,R32
Lisduff,R32
Lismore,R32
Lismouragha,R32
Longford,R32
Lough,R32
Loughakeo,R32
Loughteague,R32
Lowran,R32
Luggacurren,R32
Lyrogue,R32
Mannin,R32
Marymount,R32
Meelick,R32
Merrymount,R32
Middlemount,R32
Moanbaun,R32
Moanfad,R32
Moate,R32
Moher East,R32
Moher West,R32
Monaclear,R32
Monaferrick,R32
Monamanry,R32
Monamonra,R32
Monatore,R32
Mondrehid,R32
Money Lower,R32
Money Upper,R32
Moneymore,R32
Monnagh,R32
Moore Valley,R32
Morett,R32
Morrett,R32
Mountainfarm,R32
Mounteagle,R32
Mountfead,R32
Mounthall,R32
Mountmellick,R32
Mountoliver,R32
Mountrath,R32
Mountrath Business,R32
Moyanna,R32
Moyne,R32
Mucklone,R32
Mulen,R32
Mullaghanard,R32
National Enterprise,R32
New Inn,R32
Newtown,R32
Northgrove,R32
Nutgrove,R32
Nyra,R32
Oakvale,R32
Ockanaroe,R32
Offerlane,R32
Old Kilminchy,R32
Old Pound,R32
Oldborris,R32
Oldcamp,R32
Oldcourt,R32
Oldglass,R32
Oldmill,R32
Oldtown,R32
O'Moore Forest,R32
Orchard Lower,R32
Paddock,R32
Pallas,R32
Pallas Big,R32
Pallas Little,R32
Palmershill,R32
Park,R32
Park Lower,R32
Park Upper,R32
Parkavilla,R32
Parkbawn,R32
Parknahown,R32
Pass,R32
Peafield,R32
Pike of Rushall,R32
Pilgrimhill,R32
Poormansbridge,R32
Portarlington,R32
Portlaoise,R32
Portnahinch,R32
Powelstown,R32
Raggettstown,R32
Rahanavannagh,R32
Rahandrick,R32
Raheen,R32
Raheen Lower,R32
Raheen Upper,R32
Raheenabrogue,R32
Raheenadown,R32
Raheenadown North,R32
Raheenadown South,R32
Raheenahoran,R32
Raheenaniska,R32
Raheenduff,R32
Raheenduff Little,R32
Raheenleagh,R32
Raheenphelan Glebe,R32
Raheensheara,R32
Ralish,R32
Rapla,R32
Rath,R32
Rathbrennan,R32
Rathcoffey,R32
Rathcrea,R32
Rathdowney,R32
Ratheniska,R32
Ratheven,R32
Rathleague,R32
Rathleash,R32
Rathmakelly,R32
Rathmiles,R32
Rathmore,R32
Rathmoyle,R32
Rathnaleugh,R32
Rathnamanagh,R32
Rathphelan,R32
Rathpiper North,R32
Rathronshin,R32
Rathsaran,R32
Reary Beg,R32
Reary More,R32
Rearyvalley,R32
Redcastle,R32
Redhills,R32
Ringstown,R32
Rinn,R32
Rock,R32
Rosconnell Glebe,R32
Rosenallis,R32
Roskelton,R32
Rosnamullane,R32
Ross,R32
Ross Upper,R32
Rossadown,R32
Rossalee,R32
Rossbaun,R32
Rossdarragh,R32
Rossdorragha,R32
Rossleighan,R32
Rossmore,R32
Rossnaclonagh Insid,R32
Rossnaclonagh Outsi,R32
Rossnacreena,R32
Rossnadough,R32
Rossnagad,R32
Roundwood,R32
Rushall,R32
Rushboro,R32
Rushin,R32
Sampsons Court,R32
Scarroon,R32
Sconce Lower,R32
Sconce Upper,R32
Scotchrath,R32
Scotland,R32
Scrub,R32
Sentryhill,R32
Seskin,R32
Shaen,R32
Shanahoe,R32
Shanavaughy,R32
Shanavaur,R32
Shanbally,R32
Shanbeg,R32
Shanboe,R32
Shanderry,R32
Shangownagh,R32
Sheffield,R32
Sheffield Cross,R32
Shrabawn,R32
Skeirke,R32
Skerry,R32
Spahill,R32
Spink,R32
Springfield,R32
Springhill,R32
Springmount,R32
Srah,R32
Srahanboy,R32
Srahcullen,R32
Srahduff Glebe,R32
Srahleagh,R32
Sronagh,R32
Straboe,R32
Stradbally,R32
Strahard,R32
Summergrove,R32
Swan,R32
Sweetview,R32
Tarbert,R32
Templequain,R32
The Derries,R32
The Heath,R32
The Hill,R32
The Rock,R32
Timahoe,R32
Timogue,R32
Tinnaclohy,R32
Tinnahinch,R32
Tinnakill,R32
Tinnaragh,R32
Tinnaraheen,R32
Tinneel,R32
Tintore,R32
Tinwear,R32
Tirhogar,R32
Toberboe,R32
Togher,R32
Tomoclavin,R32
Tonafarna,R32
Tonduff,R32
Tooreagh,R32
Townparks,R32
Trumera,R32
Tubbrid,R32
Tullacommon,R32
Tullaghan,R32
Tullomoy,R32
Tullore,R32
Tullyroe,R32
Turfarney,R32
Tursalla,R32
Ullard,R32
Upper Clonehurk,R32
Upper Crubeen,R32
Upper Toberboe,R32
Vicarstown,R32
Watercastle,R32
Westfield,R32
Whitefield,R32
Whitepark,R32
Windsor,R32
Woodbrook,R32
Wranglestown,R32
Aughans,R35
Cappalough,R35
Cappanlug,R35
Castlebrack,R35
Clonaghadoo,R35
Coolagh,R35
Cush Lower,R35
Derincart,R35
Garrymore,R35
Grange,R35
Kilcavan,R35
Lackamore,R35
Laught,R35
Moneyquid,R35
Quarrymount,R35
Roskeen,R35
Aghcross,R93
Anneville,R93
Ardenteggle,R93
Ardough,R93
Arles,R93
Ashfield,R93
Aughaterry,R93
Aughoyne,R93
Ballickmoyler,R93
Ballinakill,R93
Ballinkillen,R93
Ballinrahin,R93
Ballyfoyle,R93
Ballyharmon,R93
Ballyhide,R93
Ballynagall,R93
Bilboa,R93
Bohernasear,R93
Cappalug,R93
Cappanaboe,R93
Cappanamrogue,R93
Castletown,R93
Castleview,R93
Clogrennane,R93
Clonagh,R93
Clonaloo,R93
Clonbrock,R93
Cloneybeacon,R93
Clonmore,R93
Clonmore Business P,R93
Coolanagh,R93
Coolane,R93
Coolanowle,R93
Coolhenry,R93
Coolnariska,R93
Coolrain,R93
Cooperhill,R93
Coorlaghan,R93
Crettyard,R93
Crochaun,R93
Crosskeys,R93
Crossleigh,R93
Crossneen,R93
Curragh,R93
Derrymoyle,R93
Doonane,R93
Dromagh,R93
Fairymount,R93
Farnans,R93
Garraugh,R93
Garrendenny,R93
Gortahile,R93
Graiguecullen,R93
Grange,R93
Gurteen,R93
Harristown,R93
Hollymount,R93
Hollypark,R93
Keelogue,R93
Kilgorey,R93
Killabban,R93
Killeen,R93
Killeshin,R93
Knockbeg,R93
Leagh,R93
Lower Rossmore,R93
Maidenhead,R93
Mayo,R93
Monavea,R93
Monteen,R93
Monure,R93
Newtown,R93
Olderrig,R93
Oldleigh,R93
Rappa,R93
Rathduff,R93
Rathillig,R93
Rossena,R93
Rossmore,R93
Shrule,R93
Sleaty,R93
Springhill,R93
Stanney,R93
Tennisrath,R93
The Rushes,R93
The Strand,R93
Tirernan,R93
Tolerton,R93
Turra,R93
Upper Rossmore,R93
Woodlands,R93
Aharney,R95
Inchacooly,W34
