Town,Postcode
Butlerstown,C15
Cabinhill,A85
Cabra,A82
Cabragh,A82
Cabragh,C15
Caddagh,C15
Caddlestown,C15
Cakestown Glebe,A82
Calgath,W23
Calliaghstown,A82
Canal Bank,A83
Cannistown,C15
Cappaboggan,N91
Cappaghgreen,A86
Capranny,C15
Carberstown,C15
Cardiffstown,C15
Cardrath,A92
Cardrath,C15
Carlanstown,A82
Carnacop,C15
Carnakelly,A82
Carnaross,A82
Carnaville,A82
Carnbane,A82
Carnes East,A92
Carnes West,A92
Carnisle,C15
Carranstown,A92
Carranstown,C15
Carranstown Great,C15
Carranstown Little,C15
Carrick,A82
Carrickaneane,A92
Carrickdexter,C15
Carrickleck,A82
Carrickspringan,A82
Carrigagh,A82
Carrollstown,C15
Cashel,C15
Castlecor,A82
Castlefarm,A86
Castlejordon,N91
Castlekieran,A82
Castlemartin,A82
Castlemartin,A92
Castlemartin,C15
Castlepark,C15
Castlepoole,A82
Castlerickard,A83
Castletown,A83
Castletown,C15
Castletown Kilberry,C15
Castletownmoor,A82
Caucestown,C15
Caulstown,A86
Caulstown,A92
Cellar,A82
Chamberlainstown,C15
Chamberstown,C15
Chapel Hill,C15
Chapel Land,C15
Chapelbride,A82
Charlesfort,A82
Charstown,A84
Cheeverstown,D15
Cherry Hill,A82
Cherryvalley,A83
Churchtown,C15
City North Business,K32
Claremount,A92
Claristown,A92
Clarkstown,A83
Clarkstown,W23
Clashford,K32
Clatterstown,A42
Clavinstown,A85
Clavinstown,C15
Clegarrow,A83
Clifton,C15
Clinstown,K32
Cloghan,A42
Clogher,C15
Clogherboy Park,C15
Clogherstown,A42
Cloghmacoo,C15
Cloghreagh,A82
Clonabreany,A82
Clonagrowney,A82
Clonalvy,A42
Clonard,A83
Clonarden,C15
Clonasillagh,A82
Clonbarron,C15
Clonberton,C15
Clonbun,C15
Cloncarneel,C15
Cloncat,C15
Cloncullen,C15
Clondalee Beg,A83
Clondalee More,A83
Clondavan,C15
Clondoogan,A83
Clonecurry,A83
Clonee,A83
Clonee,D15
Cloneveran,C15
Cloney,K32
Cloneycavan,C15
Cloneygrange,C15
Cloneylogan,C15
Cloneymore,C15
Clonfane,C15
Clongall,R45
Clongill,C15
Clongowny,A82
Clonguiffen,A83
Clongutery,C15
Clonleasan,C15
Clonlyon,W23
Clonmagaddan,C15
Clonmahon,A83
Clonmalevin,C15
Clonmellon,C15
Clonmore,C15
Clonmowley,A83
Clonross,A85
Clontail,C15
Clonymeath,A83
Clooney,C15
Cloughbrack,C15
Cloughmacoo,A82
Cloughrea,C15
Cloverhill,A82
Clowanstown,C15
Cluthe,D11
Clynch,C15
Coalpits,C15
Coghalstown,C15
Coill Fada,A83
Colehill,N91
College,A82
College Hill,C15
Collegeland,A83
Colliersland North,A86
Collierstown,A92
Collierstown,C15
Collistown,A85
Colp Cross,A92
Colp West,A92
Colpe East,A92
Colvinstown,C15
Commons,A85
Commons,C15
Connells Cross,C15
Connellstown,A83
Cooksgrove,A92
Cooksland,A85
Cookstown,A82
Cookstown,A84
Cookstown Great,A82
Coolderry,A83
Coole,A82
Coolfore,A42
Coolfore,A84
Cooljohn,C15
Coolnahinch,A82
Coolronan,C15
Cooperhill,A92
Copperalley,W23
Coragh,A83
Corballis,A83
Corballis,A92
Corballis,C15
Corbalton,C15
Corboggy,A82
Corcar,A82
Cormeen,A82
Cormeen Lower,A82
Cornacarrow,A82
Cornahova,A82
Cornasause,A82
Cornavan,A82
Cornavilla North,A82
Cornelstown,A86
Cornstown,A84
Corporationland,C15
Corporationland Nor,C15
Corrakeeran,A82
Corrananagh,A82
Corratober,A82
Corstown,A82
Corstown,C15
Cortown,A82
Cotton Mills,C15
Court,D15
Crannaghtown,C15
Craystown,C15
Creakenstown,A85
Creevagh,A82
Creevagh,A92
Creewood,C15
Cregg,A82
Creggmore,A82
Crerogue,C15
Crewbane,C15
Crickstown,A84
Croboy,A83
Cross Guns,C15
Crossakiel,A82
Crossane,C15
Crossanstown,C15
Crossdrum,A82
Crossdrum Lower,A82
Crossdrum Upper,A82
Crowpark,C15
Crufty,A92
Cruicerath,A92
Cruicetown,A82
Cruicetown,C15
Culcommon,A86
Cullen,C15
Cullendragh,A82
Cullentra,A83
Culmullin,A85
Curkeen,A85
Curleyland,C15
Curragh,A82
Curragh Farm,A82
Curragha,A84
Curraghdoo,A83
Curraghtown,A42
Curraghtown,A82
Curraghtown,A83
Curraghtown,C15
Curraghwalls,K32
Curtistown,C15
Cusackstown,C15
Cushenstown,A42
Cushinstown,A84
Cushinstown,A86
Cushinstown,C15
Dalgan Park,C15
Dalystown,A83
Damselstown,K32
Danestown,C15
Dangan,A83
Dardistown,A92
Dardistown,D11
Dardistown Cross,A92
Darthogue,A85
Davidstown,A42
Davidstown,C15
Davinstown,C15
Dawsland,K32
Dean Hill,C15
Decoy,C15
Deenes,A92
Deepforde,A92
Deerpark,A82
Deerpark,C15
Demailestown,C15
Denhamstown,A42
Derrinlig,A83
Derrockstown,A85
Derryclare,A83
Derryconnor,C15
Derryhinch,N91
Derrylangan,C15
Derrypatrick,A83
Derrypatrick,A85
Derrysheridan,A82
Derver,A82
Destinrath,A82
Diamor,A82
Diamor Cross,A82
Diralagh,A82
Dogstown,A82
Dogstown,C15
Dolanstown,W23
Dollardstown,C15
Donacarney,A92
Donacarney Great,A92
Donacarney Little,A92
Donacarney Wood,A92
Donaghmore,A84
Donaghmore,C15
Donaghpatrick,C15
Donore,A82
Donore,A83
Donore,A92
Doolagh,K32
Doolistown,C15
Doon,A82
Dorea,C15
Dowdstown,C15
Downstown,A92
Downstown Manor,A92
Dowth,A92
Dowthstown,C15
Drakerath,A82
Drakestown,C15
Dreminstown,C15
Dressoge,C15
Drewstown,C15
Drewstown Little,C15
Drinadaly,C15
Dromone,A82
Drumaneber,A82
Drumard,A83
Drumbaragh,A82
Drumbride,C15
Drumbulsk,A82
Drumconrath,C15
Drumgill,A82
Drumgill,C15
Druminiskin,A82
Druminshin,C15
Drumlargan,A83
Drumlargan,W23
Drumlayne,A82
Drumlerry,A82
Drumman,A92
Drummond,A83
Drumree,A85
Drumsillagh,C15
Dufflands,C15
Dulane,A82
Dulane Cross,A82
Duleek,A92
Dunboyne,A86
Dunboyne Castle,A86
Dunderk,C15
Dunderry,C15
Dunganny,C15
Dunheeda,A82
Dunlever,C15
Dunlough,C15
Dunmoe,C15
Dunnagorran,A82
Dunroe,A82
Dunsany,C15
Dunsany Castle,C15
Dunshaughlin,A85
Durhamstown,C15
Earls Mill,C15
Earlsmeadow,C15
Eden,A82
Edenagora,A82
Edoxtown,C15
Effernock,C15
Eightyeight Acres,C15
Elgarstown,A85
Ellickstown,A86
Elm Court,A84
Emlagh,A82
Enfield,A83
Ennistown,A85
Ennistown,C15
Ervey,A82
Eskaroon,C15
Ethelstown,A82
Faganstown,C15
Fairlands,C15
Farganstown,C15
Farmhill,A83
Farranadoony,A82
Farranaglogh,A82
Farranalcock,A82
Fartagh,A82
Faughanhill,C15
Feagh,A82
Fearmore,A83
Fearmore,C15
Febog,A82
Fegat,A82
Fennor,A42
Fennor,A82
Fennor,C15
Fennor Lower,A82
Fennor Upper,A82
Ferrans,W23
Ferrans Lock,A83
Ferrestown,W23
Fidorfe,D15
Fieldstown,C15
Firpark,A82
Fleenstown,D11
Fleenstown Little,A84
Flemington,C15
Flemingtown,A42
Flemingtown,A85
Fletcherstown,C15
Folistown,A86
Follistown,C15
Footstown,A92
Footstown,C15
Forde De Foyne,K32
Fordrath,C15
Fordstown,A83
Fordstown,C15
Forkill,A82
Fostersfields,C15
Fosterstown,C15
Fourknocks,K32
Fowlerstown,K32
Fox Hill,A83
Fox Lodge Woods,A85
Foxbrook,A83
Foxbrook,C15
Foxlodge,A84
Foxtown,A83
Fraine,C15
Frankstown,A85
Freagh,A83
Freffans,C15
Freffans Great,C15
Freffans Little,C15
Friarspark,C15
Friaryland,C15
Fringerstown,C15
Furry Hill,C15
Fyanstown,A82
Gafney,A92
Gafney Little,A92
Gainstown,C15
Galboystown,C15
Galleastown,A82
Gallow,A83
Gallow,W23
Galmoystown,A82
Galtrim,A83
Galtrim,C15
Garadice,W23
Garballagh,A92
Gardenrath,A82
Garlow Cross,C15
Garretstown,A85
Garristown,A82
Garristown,C15
Garrynabolie,A82
Gartnabola,A82
Gaskinstown,A92
Gaulstown,A85
Gaulstown,A92
Gaulstown,C15
Georges Cross,C15
Germanagh,A82
Gernonstown,C15
Gerrardstown,C15
Gibblockstown,K32
Gibbonstown,A82
Gibbstown,C15
Gibbstown Cross,C15
Gibbstown Demesne,C15
Gilbertstown,A83
Gilliamstown,C15
Gillinstown,A92
Gillstown,C15
Gillstown Great,C15
Gillstown Little,C15
Gilltown,C15
Ginnets,A83
Girley,C15
Glack,C15
Glackenstown,C15
Glane Great,C15
Glascarn,A85
Glasheen,K32
Glassallen,A92
Glebe,A82
Glebe,A83
Glebe,C15
Glen Abhainn,A83
Glenaward,A82
Glenboy,A82
Glenlyon,C15
Glenrath,A82
Glenveigh,C15
Gormanlough,C15
Gormanlough Cross,C15
Gormanston,K32
Gormanston Village,K32
Gormanstown,C15
Gortloney,A82
Gortnabolie,A82
Gortnahorna,N91
Governstown,C15
Graigs,C15
Grange,A86
Grange,C15
Grange,D15
Grange Glebe,A82
Grangeboyne,C15
Grangegeeth,A92
Grangegeeth,C15
Grangegodden,A82
Grangend,A85
Grangerath,A92
Gravelmount,C15
Gravelstown,A82
Greaghadarragh,A82
Greenan,C15
Greenanstown,K32
Greenbank,C15
Greenhills,C15
Greenogue,K67
Greenpark,A85
Greetiagh,C15
Grennan,A82
Grennanstown,C15
Growtown,A85
Growtown,A86
Gunnocks,D15
Halfcarton,A82
Hallstown,A85
Halltown,C15
Hamlinstown,A82
Hammondstown,A42
Hammondtown,A84
Hamwood,A86
Hanlonstown,C15
Harbourstown,K32
Hardwood,A83
Hardwood,N91
Harlinstown,C15
Harlockstown,A84
Harlockstown,A86
Harmonstown,C15
Harristown,A85
Harristown,C15
Harristown,N91
Hartstown,A82
Hartstown,C15
Hawkinstown,A42
Hayestown,C15
Headfort,A82
Headfort Demesne,A82
Headstown,C15
Heathtown,K32
Hennigan,A82
Herbertstown,A82
Herbertstown,A86
Herbertstown,C15
Herbertstown,K32
Hermitage,A82
Heronstown,C15
Higginsbrook,C15
Higginstown,C15
Highlands,A92
Hill of Down,A83
Hill of Slane,C15
Hill of Tara,C15
Hill of Ward,C15
Hilltown,A42
Hilltown,A86
Hilltown Great,A92
Hilltown Little,A92
Hoardstown,C15
Hodgestown,K32
Hollymount,A92
Hopkinstown,C15
Horath,A82
Horistown,C15
Howthstown,C15
Hurcle,A92
Hurdlestown,A82
Ida Business Park,C15
Inan,A83
Innwood,A83
Inse Bay,A92
Irishtown,A42
Irishtown,A82
Irishtown,A84
Irishtown,C15
Irishtown,K32
Isaacstown,A83
Jamestown,A85
Jamestown,C15
Janeville,C15
Jarretstown,A86
Jealoustown,A85
Jenkinstown,A85
Jenkinstown,W23
Johnsbrook,C15
Johnstown,A82
Johnstown,A83
Johnstown,A85
Johnstown,A92
Johnstown,C15
Johnstown Wood,C15
Jonesboro,A82
Jordanstown,A83
Jordanstown,C15
Julianstown,A82
Julianstown,A92
Kearntown,C15
Keenaghan,A82
Keenaghan,N91
Keenogue,A92
Kells,A82
Kellystown,A81
Kellystown,A92
Kellystown,C15
Kemmins Mill,W23
Kennaghstown,A86
Kennastown,C15
Kennetstown,A92
Kentstown,C15
Kiladen,C15
Kilballivor,C15
Kilbeg,A83
Kilbeg Lower,A82
Kilbeg Upper,A82
Kilberry,C15
Kilbreck,K32
Kilbreckstown,K32
Kilbrew,A84
Kilbrew,A85
Kilbride,A82
Kilbride,C15
Kilcarn,C15
Kilcarty,C15
Kilcloon,A85
Kilcooley,C15
Kilcooly,A85
Kilcorney,A83
Kildalkey,C15
Kildangan,N91
Kilfannan,A82
Kilglass,A83
Kilglin,W23
Kilgraigue,A85
Kilgraigue,W23
Kilkeelan,C15
Kilkeeran,N91
Kill,A83
Killacroy,C15
Killagriffe,A82
Killallon,A82
Killallon,C15
Killaskillen,N91
Killeany,W23
Killeary,C15
Killeen,A85
Killeen,C15
Killeen Castle,C15
Killegland,A84
Killester,A85
Killyon,A83
Kilmainham,A82
Kilmainhamwood,A82
Kilmer,C15
Kilmessan,C15
Kilmoon,A84
Kilmore,A83
Kilmore,W23
Kilmurray,A83
Kilmurray,C15
Kilnagalliagh,A83
Kilnagross,C15
Kilnalun,A82
Kilnew Mews,K32
Kilriffin,C15
Kilrue,D15
Kilsharvan,A92
Kilskyre,A82
Kiltale,C15
Kiltoome,C15
Kiltrough,A92
Kilwarden,N91
Kingscourt,A82
Kingsgate,A92
Kingsmountain,A82
Kingsmountain,N91
Kingston,C15
Kinnegad,N91
Kinoristown,D15
Knavinstown,A84
Knightsbridge Villa,C15
Knightsbrook,C15
Knightstown,C15
Knock,C15
Knockaranny,A82
Knockbrack,A82
Knockcommon,C15
Knockerk,C15
Knockglass,A82
Knockharley,C15
Knockisland,A92
Knocklough,A82
Knockmacoony,A82
Knockmark,A85
Knockmooney,C15
Knocknahattin,C15
Knocknatulla,W23
Knockshangan,C15
Knockstown,A83
Knockstown,C15
Knockudder,A86
Knockumber,C15
Knowth,C15
Lackanash,C15
Lacken,C15
Lackmelch,A82
Lacystown,K32
Ladyrath,C15
Lagavooreen,A92
Lagore Big,A85
Lagore Cross,A85
Lagore Little,A85
Lakefield,A82
Lambertstown,C15
Laracor,C15
Largy,C15
Lawless's Cross,C15
Laytown,A92
Leafin,A82
Lee Valley,A85
Legar,N91
Leggagh,C15
Legganhall,A92
Leinster Bridge,A83
Leitrim Lower,A82
Leitrim Upper,A82
Leshamstown,A85
Lettachment,A82
Lewellensland,R35
Lionsden,A83
Lisboy,A92
Liscarton,C15
Lisclogher,C15
Lisdornan,A92
Lisheennashingane,A85
Liskevin,A82
Lislea,A82
Lismahon,A86
Lismullen,C15
Lisnagon,A82
Lisnagrew,A82
Liss,A82
Little Johnstown,A83
Littlerath,C15
Lobinstown,C15
Loganstown,C15
Longtown,W23
Longwood,A83
Lordstown,A82
Losset,A82
Lough Bawn,A82
Loughan,A82
Loughanbrean,A82
Loughanderg,A82
Loughanstown,C15
Loughbracken,C15
Loughcrew,A82
Lougher,A92
Lougher,C15
Loughlinstown,A85
Loughlinstown,D15
Loughsallagh,D15
Lower Moate,A82
Lower Platin,A92
Loyd,A82
Lunderstown,A92
Lurganboy,A82
Lustown,A86
Lutterell Hall,A86
Lynaghstown,A85
Mabestown,D11
Macetown,A85
Macetown,C15
Mackanhill,C15
Mahonstown,A82
Maio,A82
Mandistown,C15
Mannanstown,A42
Manorland,C15
Maperath,A82
Marhill,A82
Marshalstown,C15
Martinstown,A82
Martinstown,C15
Martinstown,W23
Martinstown Demesne,C15
Martry,A82
Marvelstown,A82
Maryland,A42
Masspool,D11
Maudlin,A82
McGee's Cross,A82
McGruders Cross,C15
Meadesbrook,A84
Meadstown,C15
Meath Hill,A81
Meath Hill,C15
Meenlagh,A82
Mellifont Park,A92
Mentrim,C15
Merrywell,A85
Micknanstown,A42
Micknanstown,K32
Middelborough,A83
Milestown,A86
Milestown,K32
Mill Hill,A92
Mill Land,A85
Millbrook,A82
Millfarm,A86
Millmount Abbey,A92
Milltown,A82
Milltown,A84
Milltown,A92
Milltown,C15
Milltown,W23
Milltree Park,A85
Minnistown,A92
Mitchelstown,C15
Moat,A83
Moat Town,C15
Moate,A82
Moate Hill,K32
Molerick,A83
Monagalliagh,A83
Monenstown,A83
Moneyhill,A84
Moneymore,A83
Moneymore,C15
Monknewtown,C15
Monktown,C15
Mooneystown,C15
Moor of Meath,W23
Moorechurch,A92
Moorepark,A42
Mooreside,K32
Mooretown,A42
Mooretown,A85
Mooretown,A92
Mooretown,C15
Moorlagh,A82
Moortown,C15
Mornington,A92
Mornington Manor,A92
Mornington Park,A92
Mosney,A92
Mosney Cross,A92
Mote,A82
Mount Dutton,A82
Mount Hanover,A92
Mountainpole,A82
Mountainstown,C15
Mounthevey,A83
Mountland,C15
Mountown,C15
Mountpoplar,C15
Moy,A83
Moyagher,C15
Moyaugher,A82
Moydarragh,A82
Moydrum,N91
Moyfeigher,C15
Moyfin,A83
Moygaddy,W23
Moyglare,W23
Moyhill,A82
Moylagh,A82
Moyleggan,A86
Moymet,C15
Moynalty,A82
Moynalvy,A83
Moynasboy,C15
Moyrath,C15
Muchwood,C15
Muckerstown,D11
Muff,A82
Mulhussey,W23
Mullagh,W23
Mullagha,C15
Mullaghacrone,A92
Mullaghard,C15
Mullaghavally,A82
Mullaghboy,A82
Mullaghboy,C15
Mullaghdillon,C15
Mullaghey,A82
Mullaghfin,A92
Mullaghmore,C15
Mullaghreagh,A82
Mullaghroe,C15
Mullaghstones,C15
Mullaghteelin,A92
Mullaghteelin,K32
Mullaghwillin,A92
Mullens Cross,C15
Mullinastoghen,A82
Mullyandrew,C15
Mulphedder,A83
Murrens,A82
Naulswood,A86
Navan,C15
Neillstown,C15
New Lanes Cross,A92
New Mill,C15
Newcastle,A82
Newcastle,A83
Newgrange,C15
Newhaggard,A92
Newhaggard,C15
Newrath,A82
Newrath,A92
Newrath,C15
Newrath Stud,C15
Newstone,C15
Newtown,A82
Newtown,A83
Newtown,A86
Newtown,A92
Newtown,C15
Newtown,K32
Newtown Clonbun,C15
Newtown Commons,A92
Newtown Commons,D11
Newtown Girley,C15
Newtown Platin,A92
Newtownmoyaghy,W23
Newtownmoynagh,C15
Ninch,A92
Ninch East,A92
Nobber,A82
Normansgrove,D15
Normanstown,A82
Nugentstown,A82
Nutstown,A84
Oakley Park,A82
Oakstown,C15
Oberstown,C15
O'Daly's Bridge,A82
Odder,C15
Oldbridge,A92
Oldcastle,A82
Oldgraigue,W23
Oldtown,A82
Oldtown,A83
Oldtown,C15
Oldtully,A82
Ongenstown,A92
Ongenstown,C15
Oranstown,A86
Oristown,A82
Otterstown,C15
Owenstown,W23
Paceland,A86
Paddingstown,D15
Paddock,A85
Padinstown,W23
Pagestown,A85
Pagestown,W23
Painestown,A85
Painestown,A92
Painestown,C15
Painestown Hill,A85
Painstown,C15
Park,N91
Parkstown,C15
Parsonstown,A85
Parsonstown,C15
Patrickstown,A82
Peacockstown,A85
Peacockstown,D15
Pelletstown,A85
Pepperstown,A82
Peru,A82
Peterstown,C15
Phepotstown,W23
Philipstown,A82
Phillinstown,C15
Philpotstown,C15
Phoenixtown,C15
Piercetown,A42
Piercetown,A82
Piercetown,A86
Piercetown,C15
Piercetown,W23
Piggotstown,A82
Pighill,C15
Pike Corner,C15
Pilltown,A92
Platin,A92
Pluckstown,C15
Plunkett Hall,A86
Polecastle,C15
Poles,A82
Portan,A86
Portan,C15
Portan,D15
Portanob,C15
Porterstown,A42
Portlester,C15
Portmanna,D15
Posseckstown,A83
Possexstown,A82
Pottlebane,A82
Pottlereagh,A82
Poundhill,W23
Powderlough,A85
Preston Hill,K32
Preston's Cross,A82
Priestown,D15
Primatestown,A84
Princetown,A42
Prioryland,A92
Proudfootstown,A92
Proudstown,C15
Proudstown Hill,C15
Pubblestown,C15
Purchamone,A82
Quarryland,A86
Quigelagh,A82
Racehill Manor,A84
Rackenstown,A85
Rafeehan,A82
Raffin,C15
Rahaghy,A82
Rahard,A82
Raheenacrehy,C15
Rahendrick,A82
Rahill,A92
Rahinstown,A83
Raholland,A92
Rahoney,C15
Rahood,A82
Ranavogue,A82
Randalstown,C15
Rassillagh,A82
Rath,A42
Rath,A84
Rath,K32
Rath Cross,A84
Rath Hill,A85
Rathaldron,C15
Rathbawn,A82
Rathbeggan,A85
Rathbeggan,A86
Rathbrack,A82
Rathbrack,C15
Rathbran,A92
Rathbran,C15
Rathbran Beg,A92
Rathbran Beg,C15
Rathbran More,A92
Rathbranchurch,C15
Rathcairn,C15
Rathcarstown,A42
Rathcool,A85
Rathcoon,C15
Rathcore,A83
Rathcormick,C15
Rathdale,A83
Rathdrinagh,C15
Rathe,A82
Rathfeigh,C15
Rathflesk,A83
Rathganley,W23
Rathgillen,A82
Rathinree Lower,A82
Rathkeenan,C15
Rathkenny,C15
Rathkenny Cross,C15
Rathkilmore,W23
Rathlagan,C15
Rathleek,A86
Rathmaiden,C15
Rathmanoo,A82
Rathmea,A82
Rathmolyon,A83
Rathmore,C15
Rathnally,C15
Rathniska,A82
Rathregan,A85
Rathregan,A86
Rathreynolds,C15
Rathrone,A83
Rathstephen,A82
Rathtrasna,C15
Rathvale,C15
Ratoath,A85
Raynestown,A85
Raystown,A84
Raystown,A85
Readsland,A85
Readstown,A83
Readstown,C15
Realtogue,C15
Reask,A82
Reask,A84
Reask,A85
Reask,A92
Red Mountain,A92
Redbog,A85
Reillystown,A82
Retaine,C15
Ribstown,A86
Ricetown,C15
Richardstown,K32
Richmond Grange,A42
Riggins,A85
Ringlestown,C15
Riverstown,A42
Riverstown,C15
Roadmain,A42
Robertstown,A82
Robinrath,C15
Robinstown,A82
Robinstown,C15
Rochestown,C15
Rochford Manor,C15
Rockbellew,A92
Rockfield,C15
Rodanstown,W23
Rodstown,A82
Roestown,A85
Roestown,C15
Rogerstown,A92
Rolagh,A82
Rooskey,C15
Roristown,C15
Roseville,A92
Rosmeen,A82
Rosnaree,C15
Ross,A82
Ross,C15
Rossan,N91
Rossin,C15
Roughgrange,A92
Rowan,D15
Rowlestown,K32
Royal Oaks,A83
